cd4,cd8b,cd3,cd8
321,229,233,206
269,72,182,82
355,405,294,792
229,138,181,150
333,294,256,297
257,235,185,221
363,346,270,308
339,352,297,605
343,211,210,231
265,211,179,161
345,270,233,315
241,65,193,166
352,9,358,201
180,165,175,144
301,135,103,232
298,251,158,29
358,480,364,691
469,280,375,266
158,59,75,165
214,193,115,270
413,290,226,312
379,315,241,293
119,86,370,420
291,39,220,79
173,48,23,90
429,57,393,193
345,241,304,246
256,238,475,268
301,218,93,228
268,220,195,46
218,208,85,217
240,195,103,117
123,99,118,562
184,227,136,225
310,365,245,569
275,180,154,187
114,59,75,379
226,146,137,207
319,303,182,608
289,280,211,273
275,140,132,226
326,269,204,304
326,286,194,287
204,443,364,710
171,340,300,665
495,384,408,671
291,130,109,173
145,116,30,418
247,108,90,128
139,130,58,523
537,165,453,121
224,145,174,204
334,190,113,221
427,374,378,335
251,260,170,237
243,206,83,184
328,333,381,651
461,460,433,657
331,342,280,348
319,167,172,237
373,146,256,113
220,179,98,168
392,304,199,286
287,179,139,183
376,319,264,314
355,259,184,247
478,394,301,404
317,449,346,665
112,18,205,472
187,105,82,170
277,227,161,193
340,250,228,252
415,323,331,302
275,267,212,291
309,205,140,258
334,282,272,343
227,169,100,135
252,140,96,230
338,283,230,289
332,341,251,365
109,323,307,634
248,117,120,230
121,94,148,136
148,122,163,399
266,245,142,260
290,155,40,97
334,170,271,101
289,421,310,663
103,102,72,241
294,171,177,192
384,263,172,292
349,206,194,7
207,216,98,138
299,216,125,279
380,348,240,455
270,181,67,200
123,452,274,706
111,203,429,555
304,216,202,153
252,219,140,568
188,161,148,244
232,176,106,192
240,210,135,244
16,96,131,53
250,167,87,250
226,232,19,68
357,284,218,274
394,445,402,628
250,147,151,106
267,167,129,210
239,219,39,205
375,485,427,772
236,224,105,240
323,71,251,154
136,162,72,549
425,311,314,395
200,133,110,165
464,259,442,270
241,33,198,98
393,159,356,187
47,303,419,659
225,192,152,247
161,143,94,161
170,142,90,586
118,51,538,57
261,184,158,183
202,217,171,225
125,140,18,461
393,125,307,149
167,131,104,272
277,73,278,33
288,241,233,298
236,133,95,182
226,173,106,198
147,189,73,152
493,381,458,403
537,404,473,406
254,188,202,244
192,146,109,316
110,67,28,426
65,101,75,39
211,412,253,631
438,492,377,742
412,386,268,369
191,140,93,239
242,180,12,217
422,325,284,399
314,282,261,322
453,158,244,100
246,258,103,269
495,365,446,347
456,123,380,212
144,457,344,696
164,196,96,190
185,104,146,73
125,435,294,709
152,320,293,567
110,33,48,473
334,230,187,302
323,279,343,717
374,305,209,318
271,188,130,290
276,165,202,49
168,192,148,220
205,184,40,157
280,211,129,180
390,318,282,400
359,250,194,225
446,253,303,276
222,221,93,140
425,219,280,247
378,303,154,338
410,349,286,388
159,126,100,195
281,184,78,203
326,69,263,130
186,101,97,118
65,305,203,622
172,82,66,138
327,243,176,242
280,127,179,243
252,256,151,294
263,270,231,303
252,190,73,74
450,446,382,690
230,90,186,104
245,214,190,140
152,133,115,198
473,257,428,267
253,64,220,202
268,185,141,247
219,190,176,68
267,210,137,214
153,178,62,164
115,116,121,172
178,144,28,463
489,564,455,770
286,174,128,126
348,239,165,197
403,302,161,296
201,107,122,195
213,214,147,106
324,219,162,221
252,162,121,77
173,127,92,184
443,48,345,173
297,83,214,47
366,296,270,332
447,328,296,341
276,7,260,152
292,219,189,123
291,218,19,209
247,119,41,194
528,435,423,329
154,127,149,404
526,327,421,286
373,284,166,221
96,25,92,50
236,191,118,266
272,176,152,225
118,64,57,159
207,155,96,210
107,300,229,663
169,454,299,674
151,428,413,688
119,36,66,269
168,75,83,430
443,139,308,122
275,255,305,98
300,16,186,102
245,35,112,150
272,203,139,160
367,504,369,745
270,207,152,185
66,480,368,662
94,8,101,239
547,525,608,743
218,146,136,177
571,587,536,677
35,94,314,48
284,205,219,166
243,254,78,382
384,316,264,320
175,104,16,215
156,123,77,226
349,94,301,264
248,192,162,152
374,79,326,159
247,180,109,161
277,162,159,137
225,189,146,125
294,206,100,178
272,137,322,211
262,239,189,213
330,267,188,263
271,230,161,267
300,201,167,178
389,318,327,469
216,141,208,183
387,224,264,279
385,97,234,138
223,107,117,227
235,167,94,115
270,166,101,82
377,288,220,301
241,242,123,217
326,194,143,157
260,205,104,233
400,107,402,131
262,181,159,263
401,161,392,144
248,183,163,132
316,273,344,452
290,227,100,134
335,457,492,616
453,184,465,193
281,152,183,69
452,368,270,346
234,185,158,165
448,240,421,220
336,317,265,316
191,156,82,348
316,223,334,231
140,12,44,395
407,331,293,365
263,221,184,137
257,305,142,585
237,178,50,174
137,109,80,210
106,390,261,759
238,166,98,189
377,109,286,111
181,138,14,617
545,516,426,707
289,163,260,211
334,309,257,333
259,190,187,494
275,164,120,194
441,167,375,253
206,214,131,174
289,380,315,685
228,163,147,201
277,151,178,204
260,223,114,177
383,336,386,522
287,188,107,239
334,173,225,286
190,86,103,202
151,77,58,481
153,155,75,182
293,272,201,255
153,171,65,31
343,14,378,224
217,247,147,239
381,260,228,301
267,161,139,230
402,442,355,652
299,297,246,282
114,89,53,564
256,201,103,196
232,281,130,196
204,166,164,211
177,108,122,337
110,186,82,145
242,128,86,165
202,242,176,56
258,106,335,147
198,211,140,228
229,208,130,229
471,233,394,297
290,231,65,130
207,216,128,280
425,359,302,355
199,402,350,632
254,190,106,3
412,350,234,268
195,143,147,648
226,55,235,135
304,187,167,123
411,18,301,239
310,194,210,203
268,245,204,306
223,346,177,608
210,183,172,187
296,214,124,161
123,57,58,195
210,170,84,206
225,145,50,105
273,185,80,57
350,266,163,214
285,20,288,149
436,529,424,784
295,174,42,233
377,4,143,164
255,466,305,759
400,514,386,765
303,234,112,296
539,163,449,246
403,294,249,276
250,160,113,223
260,106,155,138
516,392,446,434
310,253,173,267
408,320,242,286
295,470,375,678
219,173,176,172
256,221,181,232
335,272,156,285
291,226,204,207
182,160,159,261
258,202,167,124
273,456,285,662
204,140,58,142
98,355,242,591
446,323,300,288
186,378,256,615
190,339,301,606
253,198,135,150
266,120,283,187
125,145,39,440
390,255,203,217
468,490,375,670
277,200,159,212
323,197,240,233
388,279,248,225
219,225,265,673
138,53,3,138
232,174,188,351
239,189,130,37
270,196,159,117
174,43,132,203
196,114,55,120
316,261,189,280
241,210,140,76
264,263,133,251
89,66,71,141
208,211,170,206
304,287,231,247
185,161,150,82
203,190,183,209
295,187,82,168
268,156,189,190
134,105,50,588
238,337,282,656
390,428,356,722
64,44,46,481
487,290,421,295
304,279,255,249
227,215,185,189
111,28,115,165
118,102,39,253
267,231,60,263
245,47,224,205
231,116,36,192
415,94,279,125
344,281,277,99
227,183,205,202
389,360,242,331
128,172,89,539
170,149,146,169
263,182,122,136
133,164,67,383
379,268,168,253
144,462,297,697
276,263,222,250
161,109,87,279
372,310,282,298
284,330,416,571
207,139,124,141
208,189,180,81
245,144,22,175
342,463,325,737
127,49,46,169
360,126,382,216
293,195,199,248
287,449,349,717
145,19,63,483
232,185,58,305
212,182,77,227
380,332,292,321
289,187,63,147
266,215,186,96
324,168,127,239
288,203,82,158
375,322,283,329
302,160,157,177
170,302,227,647
140,150,493,188
432,465,392,644
454,329,282,312
245,178,132,210
227,216,157,225
279,231,142,214
291,10,114,102
272,202,193,167
406,316,266,350
254,221,137,254
166,88,27,506
187,179,112,622
190,94,94,417
239,173,172,181
292,216,221,224
298,118,264,69
182,143,130,184
361,43,322,97
273,249,184,131
399,509,399,806
561,284,574,324
227,90,81,106
165,170,177,101
260,137,188,199
464,440,405,640
394,108,363,68
89,160,470,83
325,222,134,251
371,322,255,336
300,196,152,132
350,39,298,127
275,508,339,754
253,130,107,76
188,70,129,79
349,451,333,654
280,247,170,209
272,268,216,257
90,178,101,573
256,219,180,127
256,175,94,309
274,187,169,219
188,211,142,278
266,175,173,119
186,98,37,92
310,288,230,279
257,163,151,204
208,188,138,162
251,160,175,133
165,96,478,559
220,208,169,138
280,460,291,697
243,107,109,214
242,87,62,184
344,301,221,280
230,151,522,133
374,324,269,311
286,100,143,143
363,261,256,257
262,201,123,118
228,184,70,199
406,356,279,363
128,61,48,183
224,190,134,174
276,136,157,198
124,120,86,198
149,57,111,150
103,97,117,58
82,417,328,677
386,328,294,342
260,122,42,206
355,169,65,233
230,197,135,7
311,237,136,258
367,80,171,163
301,251,250,350
355,265,260,321
263,174,95,177
286,201,176,282
108,452,271,725
352,78,324,167
320,123,194,216
395,411,322,673
257,166,113,249
302,205,194,144
320,338,302,725
248,211,91,213
277,231,199,189
296,173,51,233
243,243,201,352
176,39,340,156
288,113,53,88
238,140,105,221
147,35,92,148
381,298,244,296
248,206,206,185
434,331,285,301
196,142,152,125
292,207,148,354
134,184,54,193
323,257,229,245
351,281,158,387
459,386,374,445
265,155,137,165
367,78,237,70
90,44,213,585
213,164,150,225
174,128,45,538
244,176,232,268
256,169,125,66
325,148,272,131
298,209,193,220
538,436,440,335
325,226,166,262
249,159,206,181
145,87,9,368
169,73,122,612
291,153,148,210
251,193,78,130
252,201,151,251
437,436,384,655
228,146,164,139
354,301,183,226
299,238,163,249
144,66,385,192
132,369,226,710
551,511,489,758
428,37,379,137
222,142,198,15
379,157,356,224
363,232,203,269
315,268,205,228
280,181,171,192
159,5,365,69
467,219,521,277
68,9,104,207
264,219,94,227
146,247,188,679
120,164,23,610
366,318,243,330
224,203,178,160
240,122,155,179
145,341,209,620
262,135,125,266
307,156,204,137
217,183,149,204
325,219,220,309
248,144,50,208
276,115,237,262
293,272,188,243
386,312,264,276
369,66,352,194
82,75,405,637
160,388,213,653
127,98,128,160
221,169,147,276
215,169,126,126
301,223,109,273
292,223,35,194
304,171,186,226
363,469,354,723
306,119,159,213
209,183,143,134
235,216,166,281
301,261,223,284
249,236,147,284
275,147,158,212
140,126,41,472
287,194,106,168
179,122,61,274
496,104,493,99
415,465,371,697
332,449,319,661
263,235,158,255
412,214,274,219
367,256,206,144
210,56,67,570
71,6,409,503
392,98,361,124
478,402,406,385
147,455,328,640
281,149,141,189
167,5,35,555
315,171,196,175
280,183,194,104
442,370,308,650
306,147,127,236
511,238,398,166
121,81,43,252
285,119,180,193
257,171,109,138
269,181,85,208
122,48,99,609
248,186,136,375
334,177,240,361
309,210,122,221
340,10,128,43
301,181,138,228
249,214,176,129
106,78,39,203
337,274,253,292
287,208,162,58
235,178,159,159
252,178,122,198
415,290,255,360
275,150,150,191
264,192,153,199
245,178,128,145
237,165,107,189
288,298,200,477
156,218,11,431
293,97,162,189
67,104,493,223
338,24,211,156
273,200,187,230
151,218,165,173
314,180,97,131
384,9,269,183
332,225,128,229
340,165,306,445
178,196,82,101
111,125,60,60
281,66,136,189
334,213,282,252
402,84,378,136
312,190,145,237
338,39,342,135
207,144,50,131
338,415,204,662
305,238,112,230
293,271,202,319
130,321,190,624
217,95,130,168
281,207,136,188
479,261,456,293
119,95,61,527
295,215,176,240
255,194,44,257
209,181,87,109
275,27,182,173
272,199,108,197
277,197,100,236
272,248,172,256
151,398,201,671
221,173,67,199
412,183,328,227
271,244,219,278
114,139,123,390
220,171,131,79
219,199,100,130
417,234,418,186
127,130,12,374
86,77,133,312
346,249,190,288
555,494,509,644
259,156,119,29
186,105,81,539
344,115,273,215
327,223,162,243
404,326,259,397
238,172,130,86
138,24,50,475
237,183,77,220
201,169,79,146
239,158,130,239
107,200,225,697
413,310,270,342
511,333,425,323
331,214,91,130
366,282,205,317
256,158,67,158
169,166,144,150
317,417,295,667
127,103,106,440
451,489,412,654
250,132,85,102
304,243,161,239
302,292,162,309
427,62,283,214
209,181,129,259
235,183,133,189
452,260,325,293
310,215,56,242
213,197,96,161
371,173,250,112
217,76,130,175
354,267,201,281
342,135,244,160
162,81,454,352
346,115,300,187
257,192,116,163
315,200,158,168
311,289,242,321
377,155,284,201
252,169,175,173
507,421,390,371
269,209,170,28
349,283,155,277
238,162,126,118
67,60,385,508
484,348,425,757
107,75,26,341
240,25,177,143
270,165,187,206
119,154,16,629
324,253,179,239
298,214,207,233
379,493,413,789
42,311,188,671
283,248,158,322
465,218,287,227
237,182,124,186
120,227,209,572
289,195,114,179
271,241,199,263
305,184,80,152
224,200,75,169
217,145,114,153
398,201,385,213
87,336,263,607
462,108,433,119
382,84,210,135
311,273,166,174
302,270,232,290
148,3,49,50
262,217,165,195
367,299,261,317
413,334,271,340
163,85,401,64
304,266,189,337
323,171,136,178
141,287,89,153
358,303,248,314
277,182,182,123
239,218,59,136
420,349,314,318
267,134,69,226
332,272,195,266
239,251,236,250
188,168,144,162
100,157,120,468
353,319,267,289
237,53,95,231
366,280,210,278
393,351,264,377
373,224,119,216
291,248,237,246
298,166,106,258
284,185,219,147
373,209,142,270
280,229,105,238
305,314,242,338
230,168,121,156
346,165,257,328
418,338,320,340
169,132,162,190
214,66,90,162
116,70,65,84
289,244,230,206
419,67,398,87
185,149,34,132
245,228,130,254
404,5,339,120
123,95,79,459
436,559,443,776
300,194,109,210
163,157,21,232
270,242,212,217
243,159,143,163
297,219,158,289
271,228,161,215
92,124,37,239
456,362,314,348
226,186,143,218
221,167,160,176
327,204,177,277
246,228,115,213
64,25,86,309
211,164,182,143
301,102,106,228
94,100,98,62
282,203,157,218
217,79,50,596
285,180,59,167
268,143,152,159
352,275,196,339
269,200,105,220
236,229,191,206
280,109,112,265
309,210,245,238
276,205,186,167
104,417,227,722
241,170,173,180
208,132,302,17
227,239,190,182
386,255,223,339
303,237,240,218
268,248,215,163
388,362,278,606
301,444,296,684
230,124,27,202
250,240,194,310
243,191,74,200
390,306,235,293
427,381,363,431
227,117,107,258
317,256,111,297
363,269,168,214
264,127,96,165
370,451,357,723
268,248,89,160
532,408,445,529
421,255,315,254
217,130,105,177
244,184,95,141
243,250,139,217
205,191,141,121
132,101,9,134
172,92,47,160
200,168,167,201
169,419,283,644
355,319,362,458
322,256,218,208
91,72,127,299
306,189,174,208
141,137,51,226
238,188,134,124
374,329,256,377
416,475,422,751
312,197,162,122
201,155,178,106
426,463,321,713
326,288,219,293
432,355,299,388
247,175,143,155
258,170,100,184
243,193,109,194
329,276,235,314
399,286,253,296
455,21,327,140
280,119,113,245
284,178,171,176
258,169,116,134
289,204,153,274
297,262,201,257
504,65,361,316
210,120,96,86
228,143,104,146
247,197,112,129
407,443,364,766
320,218,120,308
181,62,18,488
247,156,101,155
285,273,404,385
202,280,145,365
294,239,158,211
325,302,212,238
340,236,306,339
338,491,385,768
399,491,394,809
344,279,229,311
316,180,175,199
340,381,294,681
470,540,423,826
239,198,152,300
159,104,131,76
360,268,221,331
283,211,121,219
346,290,213,275
390,260,270,333
266,257,219,634
163,124,5,188
393,342,519,294
203,162,16,255
303,251,206,247
252,92,133,158
404,353,288,338
44,345,148,599
488,398,314,434
175,77,127,20
268,184,148,250
299,146,194,109
334,278,252,288
290,169,106,159
123,66,65,616
211,178,82,135
158,383,259,596
238,187,139,212
78,86,41,396
273,165,191,175
256,224,283,406
257,203,68,222
454,354,279,392
544,419,518,367
327,277,235,248
289,194,152,256
368,181,125,195
352,270,218,256
257,198,124,237
448,272,321,300
166,116,30,120
133,406,235,699
93,29,1,542
261,179,190,72
194,131,168,138
258,251,141,266
268,193,32,268
235,214,171,213
311,280,195,282
268,135,129,39
458,409,383,393
203,96,398,46
343,172,220,97
259,132,185,197
273,237,34,212
197,11,68,344
331,237,152,270
290,251,158,245
223,197,144,57
378,280,215,235
210,164,122,43
57,203,200,529
174,171,110,219
152,129,93,522
234,151,35,113
400,361,324,422
238,199,102,169
322,280,222,289
261,209,188,187
236,250,89,172
118,277,214,602
473,499,538,642
237,154,52,150
455,541,418,821
203,212,176,206
458,61,405,178
267,217,165,280
250,228,129,212
456,420,456,437
274,177,174,168
342,319,263,253
433,525,399,721
270,230,119,149
431,365,286,377
306,213,142,152
217,184,57,223
254,167,126,74
291,176,121,103
90,146,74,203
196,132,90,164
102,23,4,240
367,278,235,258
384,540,404,769
285,109,338,62
524,322,371,298
186,494,121,286
242,168,98,129
469,396,325,664
131,49,397,220
306,274,186,275
272,189,108,183
268,232,157,287
396,328,270,371
252,142,111,105
276,181,103,252
333,85,256,14
206,132,118,193
178,11,279,194
133,142,103,137
349,269,225,266
268,48,336,138
369,316,260,303
273,125,242,135
310,191,172,209
248,124,86,200
78,249,161,591
116,137,167,444
236,223,148,633
134,172,127,564
238,180,143,120
233,184,62,161
290,411,284,728
207,167,41,252
257,170,135,127
407,38,355,225
145,85,9,453
143,551,523,677
313,81,114,219
323,192,157,146
297,193,103,221
198,201,245,420
169,21,73,587
234,200,162,12
288,162,307,109
165,150,94,167
252,188,123,197
75,3,63,459
321,201,124,123
122,47,410,127
361,118,228,165
376,324,345,349
238,144,145,158
271,276,228,336
289,180,169,239
529,273,434,260
162,45,107,154
265,274,207,305
71,47,98,286
185,171,181,272
98,16,47,286
268,186,167,255
227,191,128,198
480,350,301,386
298,533,372,746
410,93,336,85
296,268,261,404
259,196,72,135
265,219,184,296
309,246,159,225
395,351,301,359
260,222,194,220
290,160,277,158
456,370,371,382
294,181,147,283
305,197,163,241
135,170,85,462
168,72,556,450
411,312,239,270
185,163,35,19
354,64,284,206
92,115,44,414
284,229,236,246
287,266,419,219
302,291,235,673
338,125,228,191
319,45,279,158
298,253,192,341
390,318,267,331
116,58,88,550
354,81,236,166
275,446,299,671
282,190,195,192
422,362,277,455
388,12,323,206
298,176,223,149
244,191,58,140
386,107,359,213
462,338,308,351
224,178,112,205
399,345,227,467
418,286,387,293
155,94,132,124
234,177,145,96
230,226,91,243
194,207,186,600
216,163,85,140
435,182,331,97
174,103,55,23
264,215,134,222
211,171,89,125
142,476,365,749
268,220,67,173
344,107,320,9
300,229,177,280
228,181,156,315
451,53,383,128
194,214,179,159
302,261,139,188
77,48,91,555
264,93,154,189
226,167,56,120
260,158,229,148
274,141,162,190
335,294,211,329
445,337,296,370
375,283,225,253
226,189,164,41
339,198,157,237
146,90,74,408
207,182,141,157
249,209,163,225
409,231,466,179
319,281,237,331
158,158,51,473
241,238,161,216
224,233,203,176
391,84,297,164
257,21,241,210
125,18,27,138
346,340,344,217
241,207,166,237
129,127,42,182
274,241,77,235
247,145,89,177
280,200,176,271
300,223,145,266
260,154,94,256
99,120,19,328
453,415,446,666
366,326,264,316
219,131,67,64
117,87,120,455
238,211,147,86
56,22,47,202
131,84,442,60
298,212,93,133
128,100,22,204
309,140,67,179
280,219,145,251
274,159,167,15
127,46,9,565
216,2,160,258
343,281,241,333
402,84,456,35
251,220,162,109
261,219,174,220
384,259,151,323
105,13,6,506
79,102,77,145
161,159,107,242
289,191,141,120
257,208,210,220
151,60,306,462
190,69,151,255
146,140,131,185
226,145,184,30
231,187,206,152
251,172,94,205
323,223,130,216
384,273,221,286
259,167,49,234
294,199,158,187
387,109,457,174
297,212,188,259
371,464,384,775
416,320,261,542
323,262,137,246
188,176,379,648
189,167,88,121
259,236,138,239
357,304,190,305
235,169,210,188
174,66,93,381
559,372,460,352
347,261,245,253
333,221,253,309
351,124,282,196
234,85,136,30
232,254,132,239
216,494,346,419
319,439,367,705
106,88,105,233
281,124,123,240
261,185,132,438
289,180,115,358
202,117,51,501
163,107,149,174
452,285,267,300
303,269,243,258
184,442,283,712
261,179,53,150
243,196,147,190
228,129,104,158
253,385,274,640
101,101,352,676
87,102,282,418
208,162,41,130
273,227,137,208
183,163,74,121
351,378,315,583
227,146,91,32
423,388,320,397
300,255,178,228
488,88,602,29
359,314,235,365
178,85,400,373
317,189,164,197
454,513,370,739
129,416,334,709
350,278,188,186
256,216,110,192
152,88,90,481
222,193,28,262
156,115,105,94
123,92,87,590
95,49,356,121
219,101,3,193
409,356,317,395
301,222,162,237
225,177,115,217
297,202,115,173
313,265,196,97
380,261,221,297
223,161,140,29
244,243,191,142
133,101,3,160
394,323,333,320
288,136,65,78
306,214,241,401
267,203,125,155
283,206,130,162
290,162,125,256
210,160,99,187
368,282,235,285
234,136,148,131
253,177,94,227
104,70,80,107
242,170,166,231
273,195,34,39
223,167,125,248
247,152,157,156
270,221,117,274
190,220,138,251
132,110,442,563
261,207,61,262
269,218,162,284
223,175,145,185
358,318,250,358
323,45,139,146
151,22,473,194
187,43,39,566
355,258,183,242
278,181,137,188
273,430,349,714
122,110,95,134
303,265,231,306
288,213,89,45
214,168,125,82
142,307,315,672
240,179,99,181
247,175,153,80
188,144,92,207
271,172,165,239
289,133,359,216
312,156,134,217
252,83,294,83
278,251,98,125
242,141,118,220
365,55,320,147
122,72,446,339
294,176,151,279
328,217,173,195
317,196,77,172
410,11,326,189
269,155,96,90
260,127,103,131
267,198,175,179
347,44,357,182
213,193,153,240
316,240,213,271
233,220,171,169
460,415,450,799
354,496,454,744
317,159,196,153
177,140,67,194
292,387,265,682
276,190,166,75
137,63,81,366
376,266,229,245
225,450,499,655
258,195,166,195
109,75,36,157
269,183,131,207
192,212,218,289
501,212,470,231
276,143,20,182
325,268,249,222
233,129,271,158
177,188,31,175
272,203,177,196
204,186,118,110
276,87,231,150
259,219,150,63
206,182,169,228
210,489,337,704
268,222,130,234
201,162,159,168
257,100,103,87
329,234,315,345
318,404,316,700
280,165,193,185
248,145,128,213
388,349,301,371
295,184,112,134
333,214,201,56
133,46,71,257
300,429,288,699
205,158,19,54
232,151,125,70
129,112,89,630
308,244,154,123
276,204,168,204
245,169,41,38
244,172,107,255
262,260,162,287
168,207,226,676
478,315,211,273
326,116,241,203
346,296,270,289
126,136,151,296
346,306,274,318
180,337,219,610
305,201,192,132
547,536,501,780
147,182,180,399
302,155,142,195
222,110,146,185
133,23,346,193
292,218,139,110
122,354,279,632
368,105,242,142
134,268,423,565
246,125,9,86
403,258,344,221
322,277,103,284
273,189,134,69
302,295,194,317
294,148,109,49
81,90,159,162
285,202,213,235
458,99,381,53
265,192,158,228
257,62,294,78
413,475,390,771
494,235,423,153
295,263,118,284
240,189,178,146
254,131,134,181
252,176,154,77
127,94,4,509
245,183,155,216
299,269,207,293
201,119,133,189
401,28,287,176
116,113,20,203
322,108,169,204
411,296,260,328
337,79,198,161
110,108,12,227
378,253,346,218
437,100,373,168
325,267,237,268
141,73,5,435
284,176,179,233
149,152,63,646
415,345,234,327
263,212,151,195
80,80,67,500
392,311,210,264
311,275,202,252
238,141,53,76
290,229,165,295
285,112,131,150
427,103,265,268
403,287,340,319
294,203,105,174
207,112,112,275
439,586,452,769
264,196,148,272
307,200,201,258
131,142,45,257
132,116,26,110
322,266,234,355
206,126,131,49
166,94,63,91
291,207,165,114
204,212,116,203
248,225,67,207
188,106,87,126
284,217,171,320
227,171,135,171
280,189,206,135
370,287,238,326
148,204,77,413
401,65,308,129
242,179,163,164
228,162,99,114
240,83,113,185
209,215,191,276
503,360,428,357
339,216,201,257
286,203,206,403
222,205,87,143
341,347,228,354
563,374,426,414
303,199,147,336
333,258,240,233
104,427,272,683
248,177,101,219
238,153,133,236
275,143,113,215
197,141,176,23
401,56,296,90
270,189,205,183
110,104,339,11
446,375,367,422
293,267,254,203
237,144,142,219
257,203,133,233
388,281,323,356
162,83,19,517
100,150,163,500
180,352,209,708
428,24,367,16
153,140,58,157
306,163,62,73
315,262,384,673
393,326,249,308
359,495,422,767
153,68,67,254
354,33,217,197
75,58,384,211
269,126,152,206
278,132,33,202
320,132,179,190
215,234,205,290
105,60,38,307
111,130,102,137
233,217,206,71
272,252,174,271
388,105,186,228
144,121,76,633
310,267,172,316
215,219,22,199
121,89,62,283
227,154,38,198
234,178,77,5
482,29,475,227
235,186,155,98
142,39,38,442
283,213,74,112
53,74,270,244
264,236,41,223
382,281,221,292
267,242,211,133
108,520,429,734
475,432,387,446
438,304,277,331
205,191,118,103
291,207,2,232
349,249,214,215
241,201,185,221
263,186,144,286
346,74,291,175
381,269,225,266
407,323,277,396
103,88,101,158
446,153,335,145
283,146,97,155
106,148,95,145
217,147,142,222
173,100,65,412
443,382,359,691
276,204,98,257
332,292,198,312
378,354,313,728
228,223,136,144
256,192,184,168
210,106,116,266
207,218,59,193
311,171,121,239
263,208,158,120
272,162,132,332
383,278,226,217
284,200,297,539
436,338,353,412
278,55,248,106
148,95,120,228
228,226,176,227
308,242,182,262
119,103,366,84
280,187,184,273
245,180,92,235
395,310,252,366
276,152,146,210
209,103,24,123
222,131,129,76
245,221,104,240
381,347,289,430
79,148,118,498
216,161,102,86
243,160,54,180
209,137,117,177
264,193,86,139
204,160,80,188
475,266,458,260
212,152,173,151
338,249,143,225
119,63,33,576
259,115,164,240
329,233,167,206
232,179,177,202
342,272,160,224
200,124,107,207
228,141,126,232
467,414,325,475
451,320,411,330
161,71,107,153
148,123,48,65
268,218,134,263
426,120,342,263
214,217,147,341
238,204,144,84
257,425,301,654
130,37,1,318
325,290,227,269
255,196,124,160
199,159,80,219
256,208,141,223
244,110,105,208
249,114,103,77
561,329,473,242
326,153,15,99
258,193,91,123
249,180,75,186
424,355,329,670
288,96,369,210
242,163,173,176
304,237,219,268
215,124,122,115
174,173,74,200
255,216,161,186
369,319,250,279
508,329,436,269
135,73,46,74
470,136,356,202
225,165,142,63
328,69,254,89
301,279,233,309
123,23,22,528
216,162,124,148
298,232,174,270
254,207,145,73
240,153,5,170
336,272,148,399
194,183,104,105
200,153,136,24
121,97,393,371
285,143,6,21
485,379,345,760
56,121,95,182
240,134,54,202
112,112,117,91
125,111,466,125
298,274,227,243
118,140,84,144
303,43,175,68
286,417,338,575
257,177,152,51
151,74,34,215
142,56,8,320
231,80,114,162
270,212,185,257
324,223,167,243
446,447,373,630
259,90,255,180
252,250,167,702
270,183,159,198
278,201,73,165
87,367,305,648
225,160,101,272
232,172,164,212
352,163,336,184
192,378,337,678
177,133,16,313
350,273,238,288
300,291,262,345
250,227,198,263
386,298,373,311
398,322,397,329
302,208,72,136
179,140,109,65
268,178,165,155
326,62,315,13
250,185,160,128
265,160,91,156
457,392,346,370
257,217,176,234
361,276,172,258
284,151,99,164
301,249,227,156
103,291,263,537
236,156,124,195
247,162,193,136
202,168,90,145
242,93,85,185
439,92,408,120
87,377,252,622
166,140,94,408
273,154,196,177
221,156,155,228
454,388,304,398
177,402,327,636
388,28,436,2
432,354,409,516
332,282,261,402
326,117,301,186
401,316,279,346
234,212,168,65
246,225,126,210
245,225,222,269
406,341,284,334
219,111,18,60
302,239,76,250
412,325,285,236
230,198,125,225
254,160,80,198
315,282,217,274
58,39,364,169
222,159,85,235
437,396,303,705
273,109,246,126
253,175,55,168
326,239,179,305
245,228,178,241
383,465,348,710
250,196,161,82
225,164,130,381
468,400,497,659
244,197,185,251
183,295,107,230
302,232,228,68
299,228,122,202
415,558,528,848
285,188,149,94
414,305,245,323
268,13,226,136
467,414,470,713
288,236,200,307
109,273,64,569
379,32,226,68
226,150,131,120
193,197,157,80
332,218,170,223
185,135,18,92
300,155,187,184
471,434,420,730
149,387,352,640
207,157,105,180
327,103,104,63
116,426,225,668
417,106,338,245
221,166,128,160
289,135,119,72
139,108,8,222
361,300,205,242
290,209,117,266
217,153,139,218
190,177,122,69
226,146,109,114
255,256,132,288
193,112,21,221
252,217,89,176
284,133,239,240
156,314,341,646
433,383,329,428
451,370,289,362
83,123,186,500
276,184,106,210
134,100,38,611
198,146,196,147
400,323,359,363
219,150,134,187
410,320,257,327
159,236,210,616
224,186,137,215
265,206,112,217
352,98,344,318
256,197,107,97
238,157,127,248
210,136,127,92
110,282,303,651
417,396,549,651
463,228,436,233
366,308,244,306
255,145,167,92
229,198,105,173
284,272,207,296
386,229,354,314
301,198,111,47
366,298,241,323
169,139,142,676
273,237,114,248
357,425,335,645
253,187,147,210
377,341,288,310
367,316,277,330
236,223,153,209
144,101,128,151
246,188,183,93
227,208,39,192
139,382,276,658
119,103,57,257
252,154,54,173
307,268,230,177
125,87,26,245
106,148,67,456
190,135,87,174
307,181,177,153
328,40,261,89
124,36,91,496
