"cd4","cd8b","cd3","cd8","leaf.code","cluster.id","in.core"
321,244,174,258,17,7,1
164,59,359,152,9,3,0
214,224,140,210,67,4,0
361,228,198,206,66,2,0
327,277,209,294,66,2,0
172,141,82,195,32,1,0
105,128,100,435,5,6,1
259,196,128,188,32,1,1
329,470,325,757,6,8,1
390,56,353,175,9,3,1
258,6,267,113,9,3,0
276,215,112,136,32,1,0
211,5,70,263,32,1,0
115,396,238,681,7,5,1
246,96,34,142,32,1,0
334,258,211,231,66,2,0
260,192,97,113,32,1,0
211,132,83,158,32,1,0
443,280,181,250,17,7,0
239,165,47,154,32,1,0
454,227,379,137,17,7,0
418,325,310,306,17,7,0
436,27,522,116,9,3,0
79,71,291,500,5,6,0
157,146,140,170,32,1,0
423,330,323,367,17,7,0
242,181,141,180,32,1,1
484,392,461,413,17,7,0
236,232,217,630,7,5,0
102,131,79,175,32,1,0
302,412,242,641,6,8,1
247,168,151,211,66,2,0
261,263,231,191,67,4,0
201,132,48,48,32,1,0
92,108,67,378,32,1,0
236,210,60,268,32,1,0
203,164,112,16,32,1,0
479,564,503,794,6,8,0
348,302,241,345,17,7,0
302,329,254,635,6,8,0
214,171,136,340,66,2,0
248,185,177,169,67,4,0
299,264,196,290,66,2,0
375,517,400,754,6,8,1
213,237,179,227,67,4,0
382,143,342,93,9,3,0
416,362,324,355,17,7,0
307,129,99,158,32,1,0
177,173,139,188,32,1,0
452,323,446,187,17,7,0
295,236,176,261,32,1,1
345,303,251,277,17,7,0
178,44,28,611,5,6,0
127,62,44,256,32,1,0
431,334,216,274,17,7,0
264,230,172,207,67,4,0
474,368,297,322,17,7,0
284,178,114,191,32,1,0
238,216,158,221,67,4,1
466,407,343,415,17,7,0
147,96,94,166,32,1,0
276,261,219,133,67,4,0
357,516,361,739,6,8,1
131,102,145,211,32,1,0
453,319,235,376,17,7,0
405,373,304,378,17,7,0
509,353,465,707,6,8,0
275,207,172,115,67,4,0
155,140,90,227,32,1,0
251,173,130,142,66,2,1
285,69,308,84,9,3,0
343,139,51,207,32,1,0
256,261,213,301,66,2,0
412,339,304,393,17,7,0
311,263,236,255,66,2,0
239,197,164,223,67,4,1
141,111,20,194,32,1,0
359,270,257,238,66,2,0
295,186,204,155,67,4,0
275,188,175,211,66,2,0
150,90,33,505,5,6,1
282,147,138,217,32,1,0
333,427,339,692,6,8,1
235,173,127,237,66,2,0
145,137,60,204,32,1,0
220,219,171,62,66,2,0
299,402,338,684,6,8,1
317,50,333,102,9,3,0
244,238,136,289,32,1,0
290,131,187,78,66,2,0
226,145,39,96,32,1,0
231,47,178,148,32,1,0
226,203,77,109,32,1,0
397,94,211,136,9,3,0
260,195,143,90,66,2,0
256,216,193,214,67,4,0
111,33,307,677,5,6,0
331,447,325,655,6,8,1
223,62,52,141,32,1,0
109,491,346,684,7,5,0
160,401,275,655,7,5,1
256,147,31,100,32,1,0
447,384,312,388,17,7,0
461,97,517,121,9,3,0
455,407,432,592,6,8,1
119,120,47,211,32,1,0
398,353,329,420,17,7,0
149,25,26,119,32,1,0
258,184,130,246,32,1,0
413,321,318,331,17,7,0
215,155,118,139,32,1,0
292,91,224,142,9,3,1
229,127,84,103,32,1,0
374,320,456,541,6,8,0
233,167,178,124,67,4,0
240,155,172,270,66,2,0
169,194,96,156,32,1,0
422,365,302,400,17,7,0
96,229,99,532,5,6,0
168,136,29,181,32,1,0
235,157,133,58,66,2,0
298,216,139,275,32,1,0
298,273,254,650,6,8,0
168,432,447,674,7,5,0
400,322,260,352,17,7,1
342,232,209,338,66,2,0
107,37,24,177,32,1,0
348,247,216,230,66,2,0
384,60,426,194,9,3,0
211,175,70,64,32,1,0
276,121,167,182,66,2,0
335,190,167,210,66,2,0
201,211,146,212,32,1,0
357,542,453,704,6,8,1
75,4,85,91,32,1,0
265,191,42,176,32,1,0
470,295,412,286,17,7,0
197,184,87,390,32,1,0
162,148,146,298,32,1,0
336,236,208,152,66,2,0
139,235,259,588,7,5,0
186,121,74,99,32,1,0
354,245,135,111,66,2,0
194,117,163,165,32,1,0
278,146,110,141,32,1,0
494,286,406,225,17,7,0
145,133,55,362,5,6,1
178,177,78,205,32,1,0
222,212,111,242,32,1,0
225,119,134,176,32,1,0
259,245,127,258,32,1,0
224,124,107,116,32,1,0
306,260,349,693,6,8,0
210,181,104,183,32,1,0
393,440,354,699,6,8,1
251,232,170,171,67,4,0
313,217,127,248,66,2,0
207,204,92,219,32,1,0
176,51,89,559,5,6,0
458,366,349,340,17,7,0
164,102,88,165,32,1,0
264,159,58,337,32,1,0
241,218,169,212,67,4,1
349,104,279,234,9,3,1
301,293,53,240,32,1,0
190,149,125,160,32,1,0
233,193,155,170,32,1,0
278,186,156,104,66,2,0
113,92,94,404,5,6,1
232,200,158,254,67,4,0
364,278,217,360,17,7,0
273,244,171,250,67,4,0
107,63,442,5,9,3,0
279,239,102,275,32,1,0
215,179,162,103,66,2,0
249,429,404,314,17,7,0
242,109,80,148,32,1,0
285,400,268,680,6,8,1
47,63,63,178,32,1,0
316,226,74,204,32,1,0
422,463,370,677,6,8,1
67,73,86,434,5,6,0
234,106,218,105,66,2,0
200,173,147,165,32,1,0
69,398,236,643,7,5,1
322,251,56,553,32,1,0
314,230,181,150,66,2,0
169,78,395,126,9,3,0
278,195,198,205,67,4,0
355,136,52,72,32,1,0
217,115,44,208,32,1,0
266,126,35,156,32,1,0
192,152,117,300,32,1,0
146,79,74,447,5,6,1
222,141,105,249,32,1,0
319,278,227,274,66,2,0
136,74,42,482,5,6,1
183,150,28,512,5,6,1
542,468,512,642,6,8,0
415,115,355,75,9,3,0
293,137,134,161,66,2,0
292,74,294,165,9,3,1
256,235,118,277,32,1,0
301,223,163,203,66,2,0
171,122,33,250,32,1,0
64,39,98,116,32,1,0
189,608,163,297,67,4,0
323,248,81,546,32,1,0
240,172,76,190,32,1,0
526,364,445,293,17,7,0
244,203,169,186,67,4,1
243,244,88,266,32,1,0
268,126,253,184,9,3,1
273,196,104,155,32,1,0
219,153,109,114,32,1,0
302,245,209,233,66,2,0
393,353,265,376,17,7,0
435,438,334,636,6,8,1
210,206,149,246,32,1,0
250,38,119,160,32,1,0
204,142,103,93,32,1,0
280,83,218,89,9,3,1
282,234,142,253,32,1,1
282,190,114,211,32,1,0
227,65,165,165,32,1,0
338,27,308,155,9,3,1
234,207,172,160,67,4,0
226,144,130,163,32,1,0
113,167,100,395,5,6,0
347,298,257,330,17,7,0
198,101,110,143,32,1,0
273,218,108,131,32,1,0
242,184,122,196,32,1,1
272,219,48,266,32,1,0
269,226,210,269,66,2,0
162,451,366,657,7,5,1
86,138,441,584,7,5,0
271,174,184,241,66,2,0
305,58,203,127,9,3,1
236,276,189,384,66,2,0
177,191,167,264,32,1,0
266,191,111,160,32,1,0
159,108,170,142,32,1,0
238,189,115,197,32,1,1
438,169,409,283,9,3,0
398,345,252,309,17,7,0
109,7,62,596,5,6,0
72,460,333,709,7,5,0
272,200,176,275,66,2,0
118,10,126,394,5,6,0
265,237,403,316,66,2,0
309,256,204,159,66,2,0
249,199,214,116,67,4,0
337,309,489,549,6,8,0
127,111,125,567,5,6,0
277,166,142,97,66,2,0
271,70,183,217,9,3,0
305,219,212,216,66,2,0
416,553,412,795,6,8,1
178,206,165,176,67,4,0
254,208,230,202,67,4,0
244,170,101,59,32,1,0
299,163,158,75,66,2,0
250,177,115,203,32,1,1
244,212,157,111,66,2,0
67,50,48,386,5,6,0
267,126,287,97,9,3,0
351,318,250,334,17,7,0
291,172,193,155,67,4,0
247,164,113,141,32,1,0
493,438,364,469,17,7,0
190,181,76,256,32,1,0
281,171,138,228,66,2,0
223,174,121,204,32,1,1
239,176,83,182,32,1,1
122,134,349,594,7,5,0
233,152,140,158,32,1,0
255,134,65,247,32,1,0
417,418,368,649,6,8,1
413,432,359,711,6,8,1
18,130,88,34,32,1,0
283,249,203,176,67,4,0
287,264,196,230,67,4,0
329,122,254,89,9,3,0
275,226,183,254,66,2,0
223,187,210,121,67,4,0
307,274,142,245,17,7,0
237,176,136,201,32,1,1
299,288,290,688,6,8,0
180,78,113,179,32,1,0
445,325,343,335,17,7,0
164,180,87,249,32,1,0
193,180,107,254,32,1,0
277,242,217,283,66,2,0
112,45,371,228,9,3,0
242,194,168,158,67,4,0
489,304,418,253,17,7,0
109,91,425,209,9,3,0
229,204,117,148,32,1,0
114,60,32,556,5,6,1
346,502,371,745,6,8,1
226,55,84,157,32,1,0
267,192,163,257,66,2,0
272,207,127,226,32,1,0
207,183,102,175,32,1,0
360,394,327,400,17,7,0
170,370,268,590,7,5,1
253,176,199,155,67,4,0
312,319,239,370,66,2,0
481,462,442,742,6,8,1
204,165,95,148,32,1,0
231,198,208,241,67,4,0
262,164,183,224,66,2,0
165,375,339,772,7,5,0
440,282,313,298,17,7,0
122,94,384,474,5,6,0
133,113,27,379,5,6,1
130,114,24,572,5,6,1
201,205,167,177,67,4,0
58,149,9,626,5,6,0
90,56,53,448,5,6,1
218,214,120,172,32,1,0
232,136,162,142,66,2,0
269,219,159,262,32,1,1
297,193,72,279,32,1,0
347,304,247,235,66,2,0
309,203,149,210,66,2,1
236,195,59,85,32,1,0
365,47,290,78,9,3,1
247,129,145,87,66,2,0
4,126,266,466,5,6,0
344,214,140,204,66,2,0
139,42,97,244,32,1,0
344,77,281,117,9,3,1
369,308,264,301,17,7,1
258,152,180,106,66,2,0
233,178,214,176,67,4,0
114,90,36,369,5,6,1
293,183,108,305,32,1,0
283,191,207,141,67,4,0
240,196,139,260,66,2,0
122,108,78,227,32,1,0
264,84,110,213,32,1,0
238,209,148,280,32,1,0
342,179,48,127,32,1,0
112,394,215,649,7,5,1
295,225,176,273,32,1,0
107,51,279,199,66,2,0
78,375,253,617,7,5,1
355,473,374,750,6,8,1
278,130,63,123,32,1,0
355,212,48,254,32,1,0
305,158,168,184,66,2,0
401,220,408,190,17,7,0
228,210,187,198,67,4,0
157,308,248,581,7,5,0
216,185,147,83,66,2,0
247,428,292,674,6,8,1
391,281,251,357,17,7,0
89,298,339,582,7,5,0
262,106,50,280,32,1,0
269,437,348,660,6,8,1
277,224,187,281,66,2,0
248,59,186,207,9,3,0
280,229,214,445,66,2,0
368,473,395,700,6,8,1
240,187,67,122,32,1,0
369,83,260,14,9,3,0
508,203,449,163,17,7,0
302,274,208,230,67,4,0
332,201,174,238,66,2,0
253,150,122,69,66,2,0
248,223,145,257,32,1,0
370,280,335,262,17,7,0
230,156,117,94,66,2,0
328,252,188,249,17,7,1
200,233,23,199,32,1,0
335,293,234,329,66,2,0
442,482,389,783,6,8,1
286,189,235,420,66,2,0
264,189,188,133,67,4,0
295,217,123,218,66,2,0
265,236,169,321,32,1,0
387,249,239,263,17,7,0
393,462,435,763,6,8,1
306,267,266,267,66,2,0
415,107,273,191,9,3,0
317,264,241,278,66,2,0
107,92,424,345,9,3,0
334,63,282,183,9,3,1
282,201,176,26,66,2,0
193,184,85,426,32,1,0
209,170,154,190,32,1,0
271,122,139,191,32,1,0
227,104,77,137,32,1,0
398,49,357,129,9,3,0
90,29,11,362,5,6,1
306,192,192,158,66,2,0
289,94,144,115,66,2,0
107,166,347,671,7,5,0
294,123,137,88,66,2,0
420,291,327,302,17,7,0
311,222,344,228,9,3,0
431,100,340,26,9,3,0
235,178,132,138,66,2,0
339,238,273,305,66,2,0
280,363,345,634,6,8,0
469,589,448,793,6,8,0
284,230,212,296,66,2,0
228,100,74,164,32,1,0
306,224,138,201,66,2,0
236,222,54,115,32,1,0
251,121,1,82,32,1,0
387,301,285,345,17,7,0
246,203,97,189,32,1,0
323,292,254,314,66,2,0
385,562,424,811,6,8,1
195,41,26,252,5,6,0
221,249,129,220,32,1,0
374,423,265,641,6,8,1
287,270,244,232,67,4,0
251,133,130,127,66,2,0
164,192,159,559,5,6,0
265,289,220,244,67,4,0
295,229,185,143,66,2,0
235,69,98,217,32,1,0
150,126,176,354,5,6,0
251,133,150,203,32,1,0
185,42,39,219,32,1,0
221,148,77,160,32,1,0
273,162,149,206,66,2,0
322,273,125,255,17,7,0
294,164,130,194,66,2,0
137,113,154,197,32,1,0
452,280,382,247,17,7,0
164,322,174,611,7,5,0
548,304,484,305,17,7,0
368,340,273,434,17,7,0
274,189,89,167,32,1,0
235,205,179,120,67,4,0
280,228,169,293,32,1,0
248,207,117,147,32,1,1
451,502,471,800,6,8,0
249,169,39,225,32,1,0
169,183,173,216,32,1,0
268,63,126,99,66,2,0
347,240,456,256,17,7,0
356,329,286,303,17,7,0
23,131,90,183,32,1,0
118,133,138,46,66,2,0
245,238,80,111,32,1,0
264,217,213,232,67,4,0
245,154,166,192,66,2,0
150,320,233,645,7,5,1
336,123,143,329,66,2,0
138,138,126,560,5,6,0
127,327,226,606,7,5,1
378,338,273,326,17,7,1
281,234,98,383,32,1,0
136,327,214,576,7,5,1
143,130,263,535,5,6,0
401,340,250,363,17,7,0
191,165,91,153,32,1,0
292,284,190,274,67,4,0
253,208,156,297,32,1,0
214,168,44,8,32,1,0
269,144,168,193,66,2,0
305,236,241,266,66,2,0
269,203,89,178,32,1,0
203,195,6,195,32,1,0
337,252,116,220,17,7,0
476,347,385,375,17,7,0
292,194,257,259,66,2,0
131,2,74,237,32,1,0
364,270,219,337,66,2,0
261,234,167,199,67,4,0
306,324,227,166,67,4,0
211,193,107,164,32,1,0
315,1,348,124,9,3,0
153,206,371,615,7,5,0
159,120,107,179,32,1,0
378,314,75,619,6,8,0
232,178,89,175,32,1,1
215,170,147,140,32,1,0
379,244,104,241,66,2,0
293,282,245,656,6,8,0
366,68,400,76,9,3,0
251,211,108,266,32,1,0
309,298,219,318,66,2,0
266,200,151,24,66,2,0
405,129,310,29,9,3,0
258,96,269,221,9,3,1
176,110,47,598,5,6,1
245,205,163,160,67,4,0
146,87,52,486,5,6,1
258,102,184,176,66,2,0
165,339,219,588,7,5,1
291,175,189,188,66,2,0
274,214,112,222,32,1,0
291,188,97,177,32,1,0
295,455,313,664,6,8,1
277,219,178,260,66,2,0
130,33,429,183,9,3,0
509,276,417,303,17,7,0
351,79,291,154,9,3,1
400,148,339,214,9,3,0
315,234,206,209,66,2,0
237,174,19,203,32,1,0
337,199,127,244,66,2,0
466,373,236,733,6,8,0
117,67,56,418,5,6,1
324,183,115,197,66,2,0
389,64,357,90,9,3,0
276,210,143,261,32,1,1
136,155,35,403,5,6,0
293,255,157,214,32,1,0
254,216,141,221,32,1,1
285,234,66,205,32,1,0
128,108,72,196,32,1,0
396,90,344,151,9,3,1
500,477,433,689,6,8,1
488,482,439,618,6,8,1
371,498,393,691,6,8,1
320,135,68,35,66,2,0
236,177,140,133,66,2,0
238,203,115,210,32,1,0
424,379,327,413,17,7,0
256,174,116,117,66,2,0
333,185,188,118,67,4,0
460,373,338,344,17,7,0
238,238,151,244,67,4,0
345,79,280,199,9,3,1
432,385,321,408,17,7,0
383,307,261,306,17,7,1
96,53,275,625,5,6,0
52,54,53,427,5,6,0
279,184,179,159,67,4,0
294,263,150,391,32,1,0
167,85,109,160,32,1,0
243,192,132,226,66,2,1
311,168,159,178,66,2,0
174,43,119,216,32,1,0
465,331,257,350,17,7,0
174,66,283,616,5,6,0
387,499,373,785,6,8,1
231,267,77,362,32,1,0
220,244,97,118,32,1,0
209,159,56,77,32,1,0
283,224,111,59,32,1,0
427,393,375,492,6,8,1
272,195,118,108,32,1,0
252,128,273,122,9,3,0
222,102,160,111,66,2,0
208,109,163,135,32,1,0
280,197,141,237,66,2,0
102,74,117,487,5,6,0
76,337,259,617,7,5,1
246,136,74,66,32,1,0
345,97,315,195,9,3,1
258,103,121,92,66,2,0
439,456,330,665,6,8,1
156,90,40,331,5,6,1
278,178,54,26,32,1,0
294,237,134,261,32,1,0
459,501,444,653,6,8,1
228,223,71,261,32,1,0
482,448,380,427,17,7,0
150,75,383,197,9,3,0
242,22,116,93,32,1,0
208,175,174,74,66,2,0
396,163,277,193,9,3,0
123,405,397,678,7,5,0
289,156,211,149,67,4,0
258,205,118,214,32,1,1
400,324,249,427,17,7,0
182,85,69,394,5,6,1
137,266,36,285,32,1,0
109,346,210,669,7,5,1
251,140,110,50,66,2,0
356,352,344,148,17,7,0
307,209,132,175,66,2,0
268,137,177,199,66,2,0
231,30,28,187,32,1,0
251,140,125,201,32,1,0
477,520,509,688,6,8,0
237,170,124,208,32,1,1
200,38,17,317,5,6,0
77,55,58,484,5,6,1
271,469,365,688,6,8,1
305,266,132,296,32,1,0
181,140,132,136,32,1,0
330,314,274,401,17,7,0
360,349,354,335,17,7,0
347,256,144,243,17,7,0
281,459,361,728,6,8,1
371,332,272,330,17,7,1
256,190,141,176,66,2,1
528,366,419,358,17,7,0
296,190,181,179,66,2,0
270,197,175,228,66,2,1
111,88,13,182,32,1,0
190,113,3,104,32,1,0
105,97,42,136,32,1,0
245,30,189,83,9,3,0
403,106,387,167,9,3,0
230,130,108,218,32,1,0
385,268,222,282,17,7,0
239,133,155,195,32,1,0
289,48,275,118,9,3,1
127,104,50,565,5,6,1
311,294,405,249,66,2,0
433,319,295,313,17,7,0
287,307,251,324,66,2,0
566,347,475,320,17,7,0
289,276,209,309,66,2,0
456,278,458,210,17,7,0
261,165,168,123,67,4,0
121,51,65,32,32,1,0
295,204,42,214,32,1,0
308,295,190,287,67,4,0
362,33,373,169,9,3,0
270,140,130,188,32,1,0
194,116,94,111,32,1,0
212,190,122,225,32,1,1
259,218,162,276,32,1,0
212,176,155,195,32,1,0
243,301,199,600,7,5,0
372,340,276,433,17,7,0
301,195,149,171,66,2,0
107,387,259,647,7,5,1
284,195,146,195,66,2,1
274,103,281,175,9,3,1
336,285,188,236,66,2,0
65,217,407,600,7,5,0
223,170,149,141,66,2,0
345,306,187,268,66,2,0
273,160,140,220,32,1,0
384,408,259,727,6,8,0
271,219,204,211,67,4,0
336,529,375,665,6,8,0
262,113,85,94,32,1,0
253,188,12,312,32,1,0
120,146,124,164,32,1,0
103,162,119,182,32,1,0
269,171,117,224,32,1,0
188,116,105,108,32,1,0
215,144,149,265,66,2,0
292,289,190,451,17,7,0
417,140,475,472,17,7,0
359,213,164,202,66,2,0
270,237,189,219,67,4,1
417,62,351,67,9,3,0
130,10,47,165,32,1,0
64,102,34,408,5,6,1
206,155,80,85,32,1,0
246,241,87,257,32,1,0
110,142,415,697,7,5,0
278,188,104,111,32,1,0
333,255,106,576,6,8,0
180,119,437,251,9,3,0
460,235,406,235,17,7,0
306,275,159,320,32,1,0
201,148,40,473,5,6,1
221,155,155,205,32,1,0
297,332,257,302,67,4,0
258,406,289,639,6,8,1
256,209,179,219,67,4,0
315,101,342,251,9,3,0
318,269,212,257,66,2,0
95,424,269,675,7,5,1
310,177,295,186,9,3,0
382,450,354,717,6,8,1
385,195,344,243,9,3,0
429,230,366,223,17,7,0
31,95,90,659,5,6,0
331,202,128,235,66,2,0
237,105,134,121,66,2,0
98,25,69,510,5,6,0
239,29,186,193,9,3,0
447,428,330,623,6,8,1
336,248,125,259,17,7,0
392,305,259,379,17,7,0
432,321,278,284,17,7,0
262,101,177,147,66,2,0
469,413,346,456,17,7,0
534,272,463,245,17,7,0
311,462,293,753,6,8,1
450,372,301,354,17,7,0
271,267,181,285,66,2,0
263,173,57,70,32,1,0
313,265,240,316,66,2,0
33,126,102,492,5,6,0
86,136,63,189,32,1,0
52,73,87,368,32,1,0
223,80,63,190,32,1,0
359,245,184,277,17,7,0
400,298,340,384,17,7,0
190,137,115,175,32,1,0
235,197,116,119,32,1,0
282,227,192,218,67,4,0
225,171,126,216,32,1,0
386,308,199,301,17,7,0
154,95,87,609,5,6,1
248,223,119,103,32,1,0
148,93,98,606,5,6,1
253,220,194,104,67,4,0
271,199,70,161,32,1,0
144,36,16,506,5,6,1
240,211,177,220,67,4,1
375,308,213,334,17,7,0
310,214,126,251,32,1,0
420,330,286,342,17,7,0
328,256,195,319,66,2,0
263,159,174,51,66,2,0
189,129,78,76,32,1,0
438,444,362,742,6,8,1
268,41,89,175,32,1,0
89,77,152,296,32,1,0
262,81,86,178,32,1,0
291,220,178,249,32,1,1
384,339,240,318,17,7,0
133,135,80,224,32,1,0
369,259,147,302,66,2,0
254,185,141,316,66,2,0
191,126,86,59,32,1,0
288,247,44,137,32,1,0
206,121,7,61,32,1,0
254,94,249,191,9,3,1
133,80,131,236,32,1,0
211,179,147,70,66,2,0
275,311,175,396,66,2,0
238,162,72,107,32,1,0
352,416,358,661,6,8,1
213,97,121,195,32,1,0
265,138,212,144,67,4,0
307,279,187,254,32,1,0
287,262,187,259,67,4,0
216,198,146,140,66,2,0
308,214,143,271,32,1,0
404,94,379,197,9,3,1
242,177,95,226,32,1,1
475,401,356,452,17,7,0
299,199,156,105,67,4,0
203,208,183,82,66,2,0
258,208,135,155,66,2,0
160,377,384,529,7,5,0
103,311,189,547,7,5,1
271,177,114,29,66,2,0
262,242,167,229,67,4,0
311,270,247,283,66,2,0
460,358,279,344,17,7,0
344,308,276,320,17,7,0
146,447,379,670,7,5,1
176,147,86,201,32,1,0
349,245,145,300,17,7,0
261,153,133,155,66,2,0
395,42,345,105,9,3,0
239,136,145,257,66,2,0
247,198,170,239,66,2,0
279,208,120,149,32,1,0
263,198,138,307,32,1,0
247,169,36,205,32,1,0
249,200,107,95,32,1,0
277,202,61,252,32,1,0
290,174,54,227,32,1,0
311,180,220,180,66,2,0
257,103,149,167,32,1,0
252,201,129,180,32,1,1
361,149,289,217,9,3,1
304,271,222,203,67,4,0
282,241,216,299,66,2,0
213,146,91,267,32,1,0
287,98,61,120,32,1,0
380,95,300,109,9,3,1
283,162,155,12,66,2,0
373,246,230,243,66,2,0
534,262,423,645,6,8,0
416,74,403,52,9,3,0
228,200,155,129,66,2,0
403,287,179,281,17,7,0
87,55,379,206,9,3,0
416,460,378,701,6,8,1
266,239,173,103,67,4,0
134,127,82,522,5,6,1
230,145,82,227,32,1,0
314,186,131,188,66,2,0
222,144,134,106,66,2,0
461,357,385,598,6,8,0
335,239,198,153,66,2,0
355,255,224,314,66,2,0
236,139,130,214,32,1,0
110,78,10,608,5,6,1
276,167,147,206,66,2,0
290,166,200,222,66,2,0
269,160,150,152,66,2,0
149,77,11,300,5,6,1
228,191,166,242,67,4,0
353,259,154,275,17,7,0
121,98,17,617,5,6,1
253,212,61,214,32,1,0
260,108,211,91,9,3,1
235,202,3,221,32,1,0
103,89,15,448,5,6,1
179,101,54,361,5,6,1
381,354,283,600,6,8,0
352,259,220,337,66,2,0
216,191,134,178,32,1,0
278,174,87,138,32,1,0
188,153,173,194,32,1,0
287,408,434,689,6,8,0
267,216,148,215,32,1,1
461,489,429,692,6,8,1
254,237,113,209,32,1,0
224,218,212,259,67,4,0
189,170,35,274,32,1,0
155,111,77,457,5,6,1
265,178,114,132,32,1,1
229,167,108,135,32,1,0
239,205,130,250,66,2,0
429,503,393,707,6,8,1
425,341,321,297,17,7,0
311,221,193,300,66,2,0
218,202,125,236,32,1,1
232,203,147,288,32,1,0
426,81,370,160,9,3,0
173,150,119,198,32,1,0
229,149,114,152,32,1,0
345,478,370,689,6,8,1
312,227,197,260,66,2,0
383,268,201,235,17,7,0
518,505,484,676,6,8,1
243,190,162,253,66,2,0
314,40,301,199,9,3,1
274,163,130,172,66,2,1
365,290,239,297,17,7,1
330,277,265,356,66,2,0
279,201,52,76,32,1,0
237,228,157,162,67,4,0
257,253,57,229,32,1,0
329,319,195,340,66,2,0
272,171,77,233,32,1,0
98,349,202,609,7,5,1
440,158,317,263,9,3,0
258,177,125,168,66,2,1
187,66,92,137,32,1,0
287,150,148,266,66,2,0
222,172,104,155,32,1,1
279,236,187,288,66,2,0
219,148,160,116,66,2,0
279,158,53,36,32,1,0
217,214,120,289,32,1,0
241,174,32,167,32,1,0
301,179,102,219,32,1,0
234,203,127,99,32,1,0
237,173,173,137,67,4,0
136,94,99,120,32,1,0
404,100,376,69,9,3,0
261,213,165,317,32,1,0
361,294,203,278,17,7,0
126,75,392,543,7,5,0
168,132,63,475,5,6,1
270,183,130,224,32,1,0
178,58,23,103,32,1,0
263,217,126,230,32,1,1
120,88,29,169,32,1,0
97,86,23,449,5,6,1
420,328,260,354,17,7,0
273,199,131,136,66,2,0
137,101,13,173,32,1,0
190,203,31,579,5,6,0
311,225,211,223,66,2,0
208,87,60,219,32,1,0
217,209,106,208,32,1,0
124,130,198,585,5,6,0
236,151,84,141,32,1,0
165,41,73,243,32,1,0
332,168,142,171,66,2,0
285,381,292,664,6,8,1
251,150,176,102,66,2,0
226,337,232,599,7,5,0
303,204,184,285,66,2,0
227,186,73,190,32,1,1
305,175,216,277,66,2,0
284,149,311,233,9,3,1
210,214,163,286,67,4,0
266,23,198,215,9,3,0
322,265,250,268,66,2,0
217,206,145,201,67,4,0
383,311,263,355,17,7,0
147,63,132,583,5,6,0
285,149,201,174,67,4,0
267,157,151,185,66,2,0
412,85,296,138,9,3,1
315,203,188,166,66,2,0
430,517,444,709,6,8,1
201,133,279,204,67,4,0
282,156,144,127,66,2,0
272,204,142,199,66,2,1
207,331,114,243,32,1,0
284,219,172,141,67,4,0
167,122,501,242,9,3,0
142,399,262,604,7,5,1
260,242,211,50,67,4,0
208,143,11,108,32,1,0
502,514,409,675,6,8,1
203,165,112,208,32,1,0
258,131,191,211,66,2,0
277,210,140,51,66,2,0
290,180,124,205,66,2,0
524,301,433,310,17,7,0
283,221,108,122,32,1,0
290,188,172,210,66,2,0
472,299,500,255,17,7,0
164,119,67,255,32,1,0
263,165,132,114,66,2,1
186,172,113,559,5,6,1
375,78,327,185,9,3,1
247,212,143,164,67,4,0
231,244,200,189,67,4,0
274,178,100,247,32,1,0
311,223,136,178,66,2,0
253,252,129,248,32,1,0
482,286,368,207,17,7,0
247,143,158,131,66,2,0
246,180,70,203,32,1,0
257,197,5,232,32,1,0
259,185,64,317,32,1,0
177,142,129,192,32,1,0
345,286,250,318,17,7,0
229,172,175,252,67,4,0
239,484,353,663,6,8,1
183,62,142,85,32,1,0
295,167,143,220,66,2,0
254,182,154,186,67,4,1
403,364,276,377,17,7,0
229,139,149,108,66,2,0
148,87,72,276,32,1,0
152,187,163,228,32,1,0
268,92,105,203,32,1,0
199,254,157,603,7,5,0
252,200,107,142,32,1,1
272,204,103,372,32,1,0
354,337,424,373,17,7,0
274,158,168,63,66,2,0
281,191,154,212,66,2,0
145,134,59,453,5,6,1
157,150,95,141,32,1,0
453,642,565,842,6,8,0
346,150,21,237,32,1,0
230,118,75,74,32,1,0
354,418,382,667,6,8,1
298,196,148,205,66,2,1
369,154,394,167,9,3,0
234,231,115,181,32,1,0
349,220,137,233,66,2,0
198,122,88,145,32,1,0
420,330,389,403,17,7,0
267,166,72,224,32,1,0
287,254,175,268,32,1,0
254,175,163,175,67,4,0
265,157,198,234,66,2,0
297,217,104,223,32,1,0
289,191,219,207,67,4,0
321,225,178,228,66,2,0
295,99,192,97,9,3,1
206,151,44,473,5,6,1
540,636,544,776,6,8,0
266,96,243,112,9,3,1
333,129,323,167,9,3,0
241,217,193,225,67,4,0
295,181,75,227,32,1,0
350,72,270,160,9,3,1
264,273,148,249,32,1,0
264,220,167,231,67,4,1
495,293,476,395,17,7,0
230,220,200,220,67,4,0
301,173,130,220,66,2,0
456,373,318,316,17,7,0
365,352,353,260,17,7,0
137,386,232,626,7,5,1
347,295,268,352,17,7,0
227,152,83,182,32,1,0
458,495,430,703,6,8,1
269,185,160,237,66,2,0
270,215,83,5,32,1,0
277,172,46,56,32,1,0
280,244,230,294,66,2,0
114,352,296,666,7,5,1
132,111,11,206,32,1,0
320,173,173,224,66,2,0
39,113,341,146,67,4,0
260,161,198,110,67,4,0
277,144,62,169,32,1,0
220,234,89,135,32,1,0
242,205,109,173,32,1,1
180,147,16,169,32,1,0
275,189,110,130,32,1,0
